['25', '1', '1', 100, 90490.85439597571, 90490.86010422184, 90490.85439597571, 90490.85439597571, 90490.85439597571, 90490.85439597571, 90490.85439597571, 90490.85439597571, 90490.85439597571, 90490.85439597571, 90490.85439597571, 90490.85439597571, 90490.85439597571, 0.0]
['25', '1', '5', 500, 353627.45938174817, 354420.709305785, 426557.24382814695, 425296.51664099767, 421678.3211268889, 434568.59903688595, 412215.01387230307, 410569.317129986, 429204.46215878375, 419711.46218301164, 426435.39370036445, 414722.2311453791, 422095.85608227475, 19.361730794387633]
['25', '1', '10', 1000, 627824.4069083824, 633501.1570137728, 664155.4491074623, 664329.219841961, 673075.832149066, 676317.4320465792, 651119.9488526342, 667048.7368306539, 662050.630302415, 667903.8832767783, 667978.1080348083, 671381.314603079, 666536.0555045437, 6.165999309709913]
['50', '1', '1', 100, 92995.87940561684, 93524.05068307833, 92995.87940561684, 92995.87940561684, 92995.87940561684, 92995.87940561684, 92995.87940561684, 92995.87940561684, 92995.87940561684, 92995.87940561684, 92995.87940561684, 92995.87940561684, 92995.87940561683, -1.1102230246251565e-14]
['50', '1', '5', 500, 330650.6694880224, 332756.89362549596, 358149.45921578445, 357694.3701219573, 357087.1293233317, 358148.6074892215, 360895.2954878732, 356795.11343801714, 359210.9373816743, 359010.7077392846, 359010.7077392846, 358148.6074892215, 358415.093542565, 8.39690544027414]
['50', '1', '10', 1000, 619501.9111751983, 622849.065574934, 667473.7108187061, 686850.476828562, 687039.215982203, 686675.3297392379, 680365.0719342363, 687100.8625670811, 664632.4113235109, 674812.9290507273, 678425.9307474872, 664304.6063521134, 677768.0545343866, 9.405321001941246]
['100', '1', '1', 100, 89148.5743918752, 89148.57436792173, 89148.57439187518, 89148.57439187518, 89148.57439187518, 89148.57439187518, 89148.57439187518, 89148.57439187518, 89148.57439187518, 89148.57439187518, 89148.57439187518, 89148.57439187518, 89148.57439187518, -1.1102230246251565e-14]
['100', '1', '5', 500, 438161.2876629922, 441811.2535045878, 666714.6631061283, 741790.105490347, 737522.8795687271, 730096.6909162194, 734477.2164180343, 727440.357936568, 684778.2597440047, 703468.2746853889, 669301.8280918036, 690559.9096601993, 708615.018561742, 61.72469784842492]
['100', '1', '10', 1000, 656755.1831091472, 659652.6298889166, 814682.6444768687, 828488.8870357302, 807352.3522991542, 810676.7713004611, 802115.4857712693, 781990.8772526307, 792939.9164712639, 821919.852286121, 818049.9307533781, 819440.4506263001, 809765.7168273178, 23.297956019745868]
['200', '1', '1', 100, 154156.98835835967, 154156.98080305613, 166913.18372289726, 167804.41610370792, 155980.69932797467, 170211.225727262, 168720.73146920692, 156121.26384506788, 154156.98835835967, 161108.24400474096, 167317.15663898195, 167804.41610370792, 163613.8325301907, 6.134554308914808]
['200', '1', '5', 500, 514341.5781222313, 517468.1909180823, 779025.503136225, 825083.0930709568, 850139.4759468873, 746502.2866963728, 814224.0829668636, 822209.8199071877, 793892.4160329615, 780631.0632793854, 873710.089257129, 817028.8036372134, 810244.6633931183, 57.53046182872792]
['200', '1', '10', 1000, 696773.1768902019, 702633.900360089, 1103561.4607246628, 1050116.565575418, 1080629.3163570308, 1042999.7310501495, 1020224.6567795086, 1000174.0481401624, 938641.7521962568, 1063665.320371412, 1021795.4811119065, 1050404.9238271546, 1037221.3256133662, 48.860685229393155]
['300', '1', '1', 100, 144254.35984063378, 144254.52335590866, 179868.9172195922, 161560.1918837669, 164271.0812271665, 155328.31755519856, 175533.09052873845, 173035.77093669405, 173085.83953630656, 171754.51889480877, 173403.362636367, 172863.69298227012, 170070.47834009095, 17.89624835462702]
['300', '1', '5', 500, 402271.36821681063, 407217.58575812995, 737371.6622253654, 762833.9295337377, 763120.0271769477, 743907.2855700819, 688181.6937621091, 689692.4140040372, 701946.1721068047, 706374.6387216977, 780136.8976898117, 729341.4460098434, 730290.6166800436, 81.54178357691163]
['300', '1', '10', 1000, 698477.7968785723, 701450.6832368363, 997748.0101918178, 1022743.2145934568, 1034996.6116774504, 979510.9414957857, 1081352.2794532024, 1038723.1222810224, 1097495.6549592237, 968711.2829526353, 1082064.0384229047, 984204.4956545217, 1028754.965168202, 47.285278038272004]
['400', '1', '1', 100, 133713.93814100223, 134019.87788547648, 163503.27226782744, 135115.3376646187, 147020.41209973136, 143646.94368208922, 133713.93814100223, 153982.6536120049, 142476.0910933286, 154729.4845475409, 134809.61148665554, 163808.46871706238, 147280.62133118612, 10.14605012670986]
['400', '1', '5', 500, 447391.45759272133, 449515.03701925545, 882652.0712731578, 899305.5087483465, 890480.209599768, 809012.7090047867, 849286.6556727898, 874589.5498834293, 870791.4368617813, 910458.1130543293, 836257.8399407119, 834558.0727744023, 865739.2166813503, 93.50821344234694]
['400', '1', '10', 1000, 891070.3530369861, 893438.1963632843, 1844413.9277220345, 1849431.5897212469, 1816877.0115586747, 1791396.9851655087, 1825259.2171538153, 1817117.4110312369, 1853451.646832952, 1844694.0968475812, 1813724.8682231375, 1847740.8881270492, 1830410.7642383236, 105.41708721425138]
