['25', '1', '1', 100, 73053.08794214622, 73053.07392619947, 73053.0879421462, 73053.0879421462, 73053.0879421462, 73053.0879421462, 73053.0879421462, 73053.0879421462, 73053.0879421462, 73053.0879421462, 73053.0879421462, 73053.0879421462, 73053.08794214622, 0.0]
['25', '1', '5', 500, 382524.5664764149, 387610.6595106045, 401000.26855167106, 391102.75852782186, 399518.59369160986, 398977.21203583013, 400901.14773989836, 397948.08871441195, 403608.34917999036, 402588.8954146778, 399799.3970312734, 398456.60605355626, 399390.13169407414, 4.4090149223655395]
['25', '1', '10', 1000, 647553.1306702017, 653245.2233269702, 680223.6887466813, 675474.5446351948, 674481.6304894321, 679686.446104889, 671250.3417208128, 677778.2511517125, 675802.9439607812, 674657.1399229916, 664131.1593430622, 674578.31189314, 674806.4457968698, 4.2086608551273]
['50', '1', '1', 100, 126376.32781983781, 127896.20574380727, 127735.84514854685, 126376.32781983781, 126376.32781983781, 126376.32781983781, 126376.32781983781, 126376.32781983781, 126376.32781983781, 126376.32781983781, 126376.32781983781, 126376.32781983781, 126512.2795527087, 0.10757689768032819]
['50', '1', '5', 500, 341281.6768641526, 344826.21256830543, 402847.8874854521, 394762.5746177767, 408100.2181140346, 412713.1119721274, 412857.4448164985, 396527.5964778719, 405406.13660732267, 385700.2214260391, 399009.41439147404, 425598.7178074619, 404352.3323716059, 18.480527899116783]
['50', '1', '10', 1000, 653937.2094554525, 662801.9205621625, 760095.6601506607, 755356.5739927816, 760834.4589953148, 765378.7102757595, 762874.2778240257, 742589.9957662304, 772524.5743900625, 767466.134507824, 759902.9525320637, 755352.7456325565, 760237.6084067279, 16.2554443170154]
['100', '1', '1', 100, 137312.89187136688, 137358.18024200122, 193294.94072511754, 190636.76373452673, 183285.48150398323, 189475.80496498322, 163023.3499202294, 181310.91841445048, 195369.4851820374, 172212.0595529476, 179844.72074711387, 150411.22175362657, 179886.4746499016, 31.004796562304684]
['100', '1', '5', 500, 347925.96858065337, 350338.09003724717, 472170.5395853163, 465934.71471340064, 418842.98570517224, 494413.4727862009, 440811.0961713203, 463311.2295833615, 468939.2470928759, 493731.65446675796, 481387.3353903308, 488385.9210537385, 468792.8196548475, 34.73924397401677]
['100', '1', '10', 1000, 649770.3644873966, 650463.2895010276, 831785.3190904192, 829138.0444943252, 845191.5160461313, 848768.2852853084, 797419.5109667352, 806966.65907755, 834687.569769158, 821695.432696309, 794828.5364854578, 830629.5260071915, 824111.0399918586, 26.831121428875782]
['200', '1', '1', 100, 137753.25394869584, 137753.24521466676, 158858.79476078, 158789.30449773374, 154545.5220106014, 148861.95808616112, 158563.77348088505, 148461.44047492716, 137753.25394869587, 159104.68543040645, 161869.95470164818, 149565.38407018976, 153637.40714620284, 11.530873313107225]
['200', '1', '5', 500, 411469.4171658085, 412578.1769089786, 605146.5318631324, 550043.3204541265, 514971.43764922395, 562580.1465008286, 569308.5573924222, 566474.7983520296, 556400.4969157011, 584527.3638253304, 564113.2851554276, 586658.7723726712, 566022.4710480894, 37.56124937470169]
['200', '1', '10', 1000, 675078.7302990586, 676071.3064800403, 866799.9130278885, 847527.5532183119, 814934.1396769473, 849378.7096511114, 879566.0568421073, 859547.3118916665, 846840.1942710014, 864666.5640360056, 823193.9382157688, 846519.2316818668, 849897.3612512676, 25.896035988982312]
['300', '1', '1', 100, 162571.20714700187, 162571.20599380543, 172026.83328362074, 174530.7014075644, 171362.9298915562, 172248.01742913114, 174151.6003101735, 172400.42962374262, 172523.66512587006, 172323.45239324926, 181432.9434145941, 171590.82508285478, 173459.1397962357, 6.697331489572211]
['300', '1', '5', 500, 347009.0081774619, 350189.1847183381, 416264.3573789811, 430533.7292111999, 531456.3004533196, 426323.1392136256, 454265.7323787073, 505417.0668259882, 438163.7820190707, 522254.10606438195, 497191.93155225023, 509993.1584455714, 473186.33035430964, 36.36139673708991]
['300', '1', '10', 1000, 898986.0715460962, 905351.7872596848, 1672981.3579367925, 1664357.8964038517, 1660132.2297874475, 1524054.0580670314, 1578637.2590829674, 1679735.179683731, 1658601.6358311467, 1672001.3985192715, 1669394.300116881, 1671359.7212606366, 1645125.503668976, 82.997885700237]
['400', '1', '1', 100, 100458.02571411183, 100458.01253040839, 100458.02571411185, 100458.02571411185, 100458.02571411185, 100458.02571411185, 100458.02571411185, 100458.02571411185, 100458.02571411185, 100458.02571411185, 100458.02571411185, 100458.02571411185, 100458.02571411185, 2.220446049250313e-14]
['400', '1', '5', 500, 441967.70957960753, 442100.2614594716, 584255.2878490451, 652154.259103003, 593822.9755070963, 697055.5984664737, 662179.85880371, 568730.3753884719, 648857.8528526366, 658017.1840451958, 573501.2012218178, 614535.5622378114, 625311.0155475262, 41.483416546949044]
['400', '1', '10', 1000, 884188.7826367569, 886358.8968447236, 1309361.454669933, 1354653.8354403481, 1385444.6574150852, 1281659.2281139158, 1433660.3780710057, 1424327.4836737278, 1343521.6296212748, 1301672.4986728209, 1258739.968267695, 1278534.5142340602, 1337157.5648179865, 51.22987206763949]
