Num. Nodes,Num. Parallel Edges,Num. Src/Sinks,Min. Target Flow,Optimal MILP Value,Relaxed LP Value,ACO 1,ACO 2,ACO 3,ACO 4,ACO 5,ACO 6,ACO 7,ACO 8,ACO 9,ACO 10,Avg. ACO Value,Optimality Gap
386,1,1,100,113552.9631,113608.3488,113552.9631,113552.9631,113552.9631,113608.3277,113552.9631,114139.8921,113552.9631,113552.9631,113552.9631,113552.9631,113617.1925,0.06
368,1,5,500,443685.8183,444706.2876,694901.095,786149.1017,945554.5692,726783.187,860633.3952,917795.498,849169.9234,848063.9151,941681.3579,813558.2911,838429.0334,88.97
288,1,5,500,494698.1987,495087.1463,921340.6933,967222.3498,1020161.024,1021511.87,980656.6095,1022781.509,1002150.087,1017715.707,905750.6535,938418.221,979770.8724,98.05
273,1,1,100,66375.02932,66375.18572,66375.02932,66375.02932,66375.02932,66375.02932,66375.02932,66375.02932,66375.02932,66375.02932,66375.02932,66375.02932,66375.02932,0.00
365,1,5,500,351656.6364,353172.1394,451962.1348,426886.9163,402098.9718,452147.8934,466945.5507,454893.9706,440920.3581,408689.6581,452299.6586,465613.7552,442245.8868,25.76
93,1,10,1000,766549.8626,774162.6078,939505.0437,916584.7847,926659.9646,896785.0505,927571.6885,937428.1495,924689.9016,961450.6028,911383.7268,930920.3505,927297.9263,20.97
245,1,10,1000,718940.1547,720455.0106,1056492.546,1023651.44,964946.6627,1054529.87,1045330.569,1022902.866,1023208.212,1046692.021,1011743.71,1019937.414,1026943.531,42.84
112,1,5,500,354212.5063,354979.0032,417973.4239,429924.293,420856.5878,435075.4343,416005.8144,399438.4295,411593.2707,432539.545,408329.2309,423175.0125,419491.1042,18.43
199,1,10,1000,654038.8167,659233.6271,814000.4796,810715.8418,796778.9644,779462.6619,775866.7198,786247.5429,800869.0296,795502.4817,803314.0955,818892.8972,798165.0714,22.04
191,1,1,100,172369.0573,172369.1914,195179.0111,182083.716,197929.3051,196108.713,205165.022,182309.3988,184206.3047,205284.5896,197358.0156,184025.8752,192964.9951,11.95
294,1,5,500,475015.6808,476362.7369,799178.8544,700217.9671,792104.4025,735185.7109,790124.4029,765457.812,857312.1757,915387.1337,795075.0749,800810.1386,795085.3673,67.38
162,1,1,100,122558.8017,122558.8017,132430.5105,122558.8017,132761.6214,122558.8017,129945.3471,140254.1635,133281.1968,139641.0879,129945.3471,129945.3471,131332.2225,7.16
182,1,5,500,379627.11,386922.8449,456453.1206,462933.1263,451823.338,452087.9369,483932.1258,433252.1323,456760.4542,480269.1872,498656.0085,479007.1354,465517.4565,22.62
58,1,1,100,74243.72387,74243.72418,74243.72387,74243.72387,74243.72387,74243.72387,74243.72387,74243.72387,74243.72387,74243.72387,74243.72387,74243.72387,74243.72387,0.00
143,1,10,1000,712104.8222,713134.4648,1070919.569,1084502.302,1020977.551,1085047.584,1040601.812,1062514.02,1106347.868,1059077.456,1093051.987,1097484.853,1072052.5,50.55
280,1,1,100,198851.58,199042.1701,242293.3264,264939.8643,259599.4386,244729.954,245391.7756,222413.4225,249774.9533,248274.1856,239708.7035,240588.2444,245771.3868,23.60
399,1,5,500,518452.059,519855.0945,862605.481,765847.2854,798581.9429,862649.9419,777203.7465,819815.8834,807629.6468,809367.4718,810141.5474,856289.7019,817013.2649,57.59
28,1,1,100,68536.02479,68536.01707,68536.02479,68536.02479,68536.02479,68536.02479,68536.02479,68536.02479,68536.02479,68536.02479,68536.02479,68536.02479,68536.02479,0.00
239,1,10,1000,696094.2467,697055.8802,1077981.606,986976.5049,1098073.342,1098985.95,1042121.845,1038944.253,1008558.719,1093038.219,1087516.915,1037512.65,1056971,51.84
342,1,10,1000,798266.5844,803379.5485,1592653.332,1652189.863,1649534.109,1692963.289,1576066.149,1649291.736,1581291.571,1672961.994,1663349.826,1688037.492,1641833.936,105.67
334,1,10,1000,727129.0647,729563.8176,1068389.258,1171414.521,1146305.638,1043570.473,1080419.539,1059049.961,990534.0397,1047706.182,1131281.723,974683.1165,1071335.445,47.34
157,1,5,500,445195.9657,448477.1166,796488.4905,763425.134,784856.0411,776801.4444,750254.7684,791429.0246,693923.2329,787459.8739,745424.3312,766269.2323,765633.1573,71.98
145,1,5,500,417788.3234,420381.0318,525767.3257,509417.8417,552061.4586,516522.9532,471263.5019,525396.9751,538196.472,489930.9177,559509.9834,529293.8474,521736.1277,24.88
116,1,10,1000,712445.9312,718613.6295,971235.2632,951859.4167,952964.6833,987937.0328,977906.2809,1023573.41,940346.2075,962750.3683,982198.0187,1024146.388,977491.7069,37.20
247,1,5,500,443511.1962,444216.9722,682257.4601,634110.7388,695880.4248,649269.1322,692856.0197,744900.8155,741086.9097,646534.8322,693181.6789,771019.15,695109.7162,56.73
375,1,10,1000,960927.2922,965266.0009,1941803.987,1937228.527,1949417.964,1819773.682,1965297.836,1914966.736,1861964.921,1734522.49,1955498.912,2051495.029,1913197.008,99.10
164,1,10,1000,738624.0629,739638.4425,1137940.519,1169403.86,1160342.599,1142535.554,1161407.376,1176924.93,1056520.858,1037565.45,1155611.99,1169034.51,1136728.765,53.90
210,1,10,1000,657820.0665,663882.0797,775287.4765,780296.2147,771778.5004,749151.3201,752537.0649,775854.0067,804930.9696,758895.34,776534.3539,762291.526,770755.6773,17.17
103,1,10,1000,691240.4315,694268.3637,835215.0949,838085.3389,803683.2275,823665.8952,806682.4101,821618.5852,855510.3102,795921.1578,857510.8711,840391.4572,827828.4348,19.76
71,1,10,1000,642529.3607,644957.6265,794503.1377,786335.3284,778169.2217,793641.9832,776359.6827,790029.5841,791460.4508,784965.3749,787745.8022,795585.9677,787879.6533,22.62
139,1,5,500,404836.3145,406055.2446,521545.0615,519543.8481,513003.0154,501487.4214,524593.4021,545976.1277,522756.2677,514291.5085,508673.3337,515045.3994,518691.5386,28.12
27,1,1,100,98717.90999,98717.8669,98717.90999,98717.90999,98717.90999,98717.90999,98717.90999,98717.90999,98717.90999,98717.90999,98717.90999,98717.90999,98717.90999,0.00
37,1,1,100,77981.37,77981.36439,77981.37,77981.37,77981.37,77981.37,77981.37,77981.37,77981.37,77981.37,77981.37,77981.37,77981.37,0.00
178,1,1,100,71319.21327,71319.21316,71319.21327,71319.21327,71319.21327,71319.21327,71319.21327,71319.21327,71319.21327,71319.21327,71319.21327,71319.21327,71319.21327,0.00
89,1,5,500,354795.367,355661.0863,474778.4797,492802.2896,435066.4097,450385.7656,481366.4908,450418.4486,447172.1127,458242.3888,461029.5998,442494.6569,459375.6642,29.48
92,1,5,500,447591.1829,448166.9218,655114.8951,661763.1873,645403.5496,671078.7414,682820.0787,636837.206,674052.3074,654691.3898,673573.281,673006.1653,662834.0801,48.09
156,1,10,1000,728153.3238,729715.8964,1046931.796,1057183.287,1035299.696,1064041.429,1057662.308,969702.8492,1051329.234,1064751.887,1033077.501,1064633.53,1044461.352,43.44
37,1,10,1000,641837.1544,642554.212,709851.3973,708222.5694,685320.5601,692277.8364,702637.5188,703433.9293,695156.9159,710851.1336,699498.2162,681812.2847,698906.2362,8.89
95,1,5,500,453450.2716,453901.4704,631842.5751,654886.9088,649696.7629,668035.5706,646644.3082,655519.3778,662390.4014,677162.4551,623328.9695,639460.6723,650896.8002,43.54
98,1,5,500,358237.5199,360201.3747,549783.475,507086.9268,535151.4007,534334.0328,520030.1304,526192.8026,533097.4092,548638.502,539325.3831,514244.0624,530788.4125,48.17
172,1,5,500,406003.7038,408898.6454,488320.5978,504565.8703,537566.5651,522640.6263,492045.7381,526569.9138,528182.5412,518236.8984,501648.898,511772.0687,513154.9718,26.39
396,1,10,1000,730483.038,734722.1772,1161397.52,1012981.284,993300.3837,1031223.582,1063630.037,1086153.939,1040006.108,1097695.627,1125646.959,974100.5193,1058613.596,44.92
157,1,1,100,159219.1543,159716.1919,192028.8669,181473.3618,183844.2479,189145.748,189692.412,180249.293,200698.9497,190496.42,209129.4737,168946.9907,188570.5764,18.43
258,1,10,1000,695946.6952,698292.5473,1173447.809,1180878.147,1189837.188,1162493.082,1142326.997,1190188.814,1185568.633,1184337.422,1190839.151,1232494.059,1183241.13,70.02
187,1,5,500,405758.4386,406231.0741,502156.3142,542727.8459,505032.1364,501944.7172,526968.9086,498957.1251,507225.3881,526282.0132,527039.1284,512661.7136,515099.5291,26.95
215,1,1,100,97074.60458,97074.52891,97074.60458,97074.60458,97074.60458,97074.60458,97074.60458,107489.7539,97074.60458,107489.7539,97074.60458,97074.60458,99157.63443,2.15
385,1,1,100,127996.7536,127996.2895,127996.7536,127996.7536,136995.1224,137572.7119,137828.4249,128606.3894,139487.2326,128606.3894,128055.8637,127996.7536,132114.2395,3.22
265,1,1,100,150302.3915,150729.8984,167460.1045,156092.2643,164724.1019,166740.4286,157251.867,156150.969,166862.0903,157816.5822,167305.8285,164011.7399,162441.5976,8.08
249,1,5,500,375259.8483,378423.5832,507704.1829,421751.2101,510269.267,447973.8085,458962.5906,425293.0608,460530.4987,478537.3279,482485.9311,478262.2422,467177.012,24.49
204,1,5,500,371394.7286,371448.0427,524931.7641,470102.8517,504120.9442,522265.9312,493209.3852,485925.6676,541056.3739,505955.6952,519149.7651,497422.9405,506414.1319,36.35
113,1,1,100,151506.1186,151506.1194,160198.655,160198.655,160198.655,165838.6821,164090.1433,162516.1742,173404.5835,172214.717,170622.3887,160198.655,164948.1309,8.87
297,1,1,100,158982.8025,158982.8015,169766.4479,169050.3035,167951.71,189193.8653,173698.939,158982.8025,171060.8831,170218.9192,171085.4481,170803.1578,171181.2476,7.67
168,1,10,1000,729518.2276,734976.1307,946309.2235,894396.0438,974380.7512,949181.7014,946620.3158,968866.9801,947231.0379,960102.0077,996201.3471,975993.5946,955928.3003,31.04
63,1,5,500,358377.6487,360527.7669,421056.0778,411033.064,417334.4137,411479.4051,409651.6967,397292.3075,406421.0835,407565.658,401588.1563,403425.6527,408684.7515,14.04
308,1,10,1000,717238.8699,722549.7871,1160660.725,1102160.172,1120033.791,1159850.964,1137308.553,1124012.049,1132398.357,1096785.82,1162209.689,1025728.456,1122114.858,56.45
76,1,1,100,113238.5612,113238.5611,113238.5612,113238.5612,113238.5612,113238.5612,113238.5612,113238.5612,123152.4062,113238.5612,113238.5612,123225.7173,115228.6613,1.76
312,1,5,500,502334.9471,506077.892,818810.1905,843513.4643,813888.4643,837579.6628,735308.1829,771459.2098,776511.7161,825426.0787,838290.7874,762812.3256,802360.0082,59.73
393,1,1,100,131396.4158,131396.5718,131396.4158,131934.1368,131857.3941,133439.3108,131834.9719,131834.9719,132955.8337,131857.3941,131396.4158,132517.2776,132102.4122,0.54
151,1,1,100,154792.4157,155877.3454,167430.442,167656.4223,154792.4157,166759.7748,177296.3823,163370.7476,164353.1454,155119.7793,163655.4932,163370.7476,164380.535,6.19
45,1,1,100,116310.5137,116310.5133,116310.5137,116310.5137,116310.5137,116310.5137,116310.5137,116310.5137,116310.5137,116310.5137,116310.5137,116310.5137,116310.5137,0.00
319,1,10,1000,759491.8847,760327.8641,1336567.326,1364409.765,1304758.003,1307458.706,1350511.28,1293226.878,1341069.063,1270446.076,1316485.411,1326179.677,1321111.219,73.95
270,1,1,100,149489.2123,151324.2129,177167.7288,157017.4694,169260.7103,170342.1347,158858.0271,158982.5253,170060.8599,158520.884,168726.9757,158858.0271,164779.5342,10.23
182,1,5,500,426554.1513,429481.3929,539112.7151,624469.5106,588911.5126,580814.1288,629868.1201,583439.5478,609397.2265,612259.9896,588420.0082,578446.2187,593513.8978,39.14
354,1,10,1000,797736.545,803056.4672,1220769.703,1298653.319,1234890.9,1274623.222,1206698.942,1229643.549,1291098.498,1249893.41,1234081.466,1283164.704,1252351.771,56.99
60,1,5,500,353430.0176,355642.075,421594.7092,408347.6923,387268.6695,436416.6622,412754.2187,423453.5192,421100.0055,378210.8638,425560.9674,406714.4109,412142.1719,16.61
243,1,5,500,374166.2665,374242.8845,774909.1725,792956.8672,813222.6513,815253.5413,783568.7106,801187.3688,818757.9266,790375.6021,771599.5676,780422.5379,794225.3946,112.27
306,1,5,500,376344.1618,376343.9523,641207.4885,583681.2659,563916.8415,585369.1218,601254.7704,666460.7687,586611.6007,644333.1432,617728.9668,619896.9595,611046.0927,62.36
214,1,10,1000,711996.3933,712041.0314,988154.4289,973738.4595,1024970.534,1022562.528,1016757.813,1005693.729,1004700.174,997960.9737,988170.0439,1023686.6,1004639.528,41.10
91,1,1,100,143499.1088,145679.8086,176624.3837,178929.41,181520.3924,169950.244,176771.48,166016.4643,184020.2615,166010.6292,178823.0932,164717.0928,174338.3451,21.49
123,1,5,500,393353.7103,394137.5565,578950.4999,602377.1065,614215.7602,585985.3564,624997.3395,604681.872,583873.6333,625087.6973,633670.0277,616236.7008,607007.5994,54.32
240,1,5,500,450212.6199,451483.0204,589253.5355,635977.8782,668025.992,604094.9763,638416.8466,676130.197,650381.7752,645635.0741,617566.2408,658430.9292,638391.3445,41.80
65,1,1,100,106903.8278,106903.866,106903.8278,106903.8278,106903.8278,117107.6715,106903.8278,106903.8278,106903.8278,106903.8278,106903.8278,106903.8278,107924.2121,0.95
158,1,1,100,62456.31761,62456.31926,62456.31761,62456.31761,62456.31761,62456.31761,62456.31761,62456.31761,62456.31761,62456.31761,62456.31761,62456.31761,62456.31761,0.00
84,1,10,1000,700449.5052,703479.0365,880426.041,856413.1225,859241.2066,900880.5909,882606.7926,899659.2713,912152.4613,868935.4212,882710.4547,884772.5612,882779.7923,26.03
356,1,5,500,448382.2087,448381.9186,763085.5122,736979.4378,634927.5429,733952.8821,732981.7957,705529.9127,695330.5736,636487.7719,730238.6355,663334.1245,703284.8189,56.85
280,1,10,1000,851878.3742,855440.0414,1388043.966,1507953.323,1372352.052,1501042.397,1360697.737,1420339.442,1460508.714,1484148.141,1472054.484,1386557.388,1435369.764,68.49
28,1,5,500,353874.6797,355247.485,394621.4701,395204.1174,385318.7623,387087.6924,393157.6158,393485.8408,391467.4995,391178.9723,383996.3847,383826.0831,389934.4438,10.19
182,1,10,1000,724075.0894,727538.7353,964107.0948,1016211.267,934692.6715,987211.9625,987776.3959,923881.4511,999776.213,997321.4461,1010689.075,1000569.246,982223.6823,35.65
198,1,10,1000,766356.5367,767412.5273,1078999.238,1101567.534,1060812.638,1151407.85,1126813.203,1128865.929,1102232.634,1125080.829,1099654.082,1081415.304,1105684.924,44.28
146,1,10,1000,745306.2182,746436.0591,1026689.251,1019894.761,930044.5831,952594.3689,963645.0849,984045.7644,1009985.773,970971.6923,985697.8036,976732.2469,982030.1329,31.76
190,1,10,1000,696437.4869,699393.0928,1010690.109,1009742.26,1063284.71,1034976.691,1049269.081,1003823.425,950714.3073,1011591.797,1046583.303,1041769.378,1022244.506,46.78
377,1,1,100,178849.6186,178849.469,239862.9636,215538.7459,223996.6058,218073.5815,228994.5883,220994.6999,198402.2732,217562.6057,232712.7804,220999.1969,221713.8041,23.97
100,1,10,1000,671302.7605,682806.2702,802453.1944,804841.8055,821387.2041,763501.7106,816758.3408,783396.298,817013.2744,787088.7625,824139.2821,786729.202,800730.9075,19.28
394,1,5,500,344805.2278,346612.0135,453622.188,435286.742,429932.582,427545.4275,429041.0706,385029.2854,398026.4287,385138.9134,405734.1523,416093.6298,416545.042,20.81
297,1,5,500,421342.0055,422260.4598,638710.4029,557596.7865,588862.0675,612757.1331,510710.0689,554508.354,597752.1321,487062.1594,602801.9878,571744.1817,572250.5274,35.82
302,1,5,500,542348.0022,543268.1468,1036995.491,1031005.34,956448.9823,1018782.498,1024797.632,958234.6998,950393.5498,1052622.382,959172.2954,967033.9626,995548.6833,83.56
114,1,5,500,380407.5307,384716.2732,476394.0931,463713.0968,472071.0647,487093.2961,465235.5582,484566.3402,476544.1117,467827.4851,455008.1348,478985.6764,472743.8857,24.27
124,1,5,500,416745.0559,418322.5504,551249.5511,538671.3156,502716.8257,501447.1884,548751.6579,543781.9995,542104.7066,543485.0023,556153.7411,551309.3173,537967.1306,29.09
113,1,5,500,398685.9588,399177.1447,457284.9982,477582.8253,496468.5242,472366.6578,474481.7085,486009.6538,472542.2001,471383.0076,462098.8788,458474.5661,472869.302,18.61
185,1,10,1000,680314.6196,680506.895,977759.1306,929280.0926,962743.2821,980133.4834,974859.2653,861793.9952,943644.866,984279.5171,932312.4349,929054.991,947586.1058,39.29
288,1,5,500,372936.3095,373085.7805,444481.648,458400.3455,472008.0503,456316.1054,451961.1893,392417.0595,472628.3126,444194.8605,458954.9323,454277.4414,450563.9945,20.82
115,1,10,1000,675853.9473,676617.2617,810518.3757,795611.3754,751202.7519,798341.2763,786335.073,794873.1855,793411.0675,793829.3927,793978.9133,800580.3187,791868.173,17.17
134,1,5,500,353059.3324,353169.8346,363154.4889,366333.5556,358343.4726,357002.5928,357478.9263,357356.5546,353476.4685,363676.9729,357409.1406,353169.9346,358740.2107,1.61
